date,position,btc_price
2018-07-21,0.0,7417.9
2018-07-22,0.0,7411.63
2018-07-23,0.0,7712.38
2018-07-24,0.0,8320.58
2018-07-25,0.0,8231.61
2018-07-26,0.0,7931.94
2018-07-27,0.0,8202.69
2018-07-28,0.0,8201.37
2018-07-29,0.0,8219.23
2018-07-30,0.0,8147.77
2018-07-31,0.0,7685.92
2018-08-01,0.0,7586.37
2018-08-02,0.0,7531.22
2018-08-03,0.0,7416.28
2018-08-04,0.0,7001.86
2018-08-05,0.0,7018.16
2018-08-06,0.0,6917.67
2018-08-07,0.0,6713.43
2018-08-08,0.0,6250.03
2018-08-09,0.0,6558.9
2018-08-10,0.0,6110.87
2018-08-11,0.0,6383.53
2018-08-12,0.0,6311.4
2018-08-13,0.0,6248.63
2018-08-14,0.0,6168.39
2018-08-15,0.0,6310.99
2018-08-16,0.0,6286.01
2018-08-17,0.0,6540.88
2018-08-18,0.0,6390.25
2018-08-19,0.0,6496.57
2018-08-20,0.0,6282.02
2018-08-21,0.0,6461.52
2018-08-22,0.0,6380.94
2018-08-23,0.0,6522.03
2018-08-24,0.0,6684.85
2018-08-25,0.0,6731.68
2018-08-26,0.0,6682.27
2018-08-27,0.0,6753.23
2018-08-28,0.0,7086.91
2018-08-29,0.0,7051.47
2018-08-30,0.0,6936.37
2018-08-31,0.0,7012.16
2018-09-01,0.0,7170.17
2018-09-02,0.0,7257.48
2018-09-03,0.0,7247.41
2018-09-04,0.0,7332.76
2018-09-05,0.0,6914.49
2018-09-06,0.0,6470.87
2018-09-07,0.0,6396.05
2018-09-08,0.0,6174.52
2018-09-09,0.0,6242.85
2018-09-10,0.0,6301.31
2018-09-11,0.0,6264.83
2018-09-12,0.0,6308.72
2018-09-13,0.0,6469.35
2018-09-14,0.0,6521.82
2018-09-15,0.0,6530.52
2018-09-16,0.0,6475.57
2018-09-17,0.0,6242.87
2018-09-18,0.0,6323.85
2018-09-19,0.0,6384.17
2018-09-20,0.0,6472.93
2018-09-21,0.0,6739.08
2018-09-22,0.0,6687.34
2018-09-23,0.0,6690.58
2018-09-24,0.0,6602.22
2018-09-25,0.0,6393.51
2018-09-26,0.0,6459.0
2018-09-27,0.0,6682.44
2018-09-28,0.0,6618.4
2018-09-29,0.0,6600.23
2018-09-30,0.0,6609.89
2018-10-01,0.0,6557.08
2018-10-02,0.0,6534.74
2018-10-03,0.0,6463.13
2018-10-04,0.0,6538.61
2018-10-05,0.0,6596.29
2018-10-06,0.0,6547.07
2018-10-07,0.0,6536.96
2018-10-08,0.0,6617.82
2018-10-09,0.0,6608.93
2018-10-10,0.0,6548.37
2018-10-11,0.0,6209.82
2018-10-12,0.0,6229.34
2018-10-13,0.0,6230.47
2018-10-14,0.0,6235.53
2018-10-15,0.0,6462.52
2018-10-16,0.0,6469.68
2018-10-17,0.0,6468.71
2018-10-18,0.0,6408.4
2018-10-19,0.0,6430.66
2018-10-20,0.0,6449.18
2018-10-21,0.0,6508.56
2018-10-22,0.0,6439.05
2018-10-23,0.0,6426.94
2018-10-24,0.0,6449.97
2018-10-25,0.0,6438.47
2018-10-26,0.0,6443.32
2018-10-27,0.0,6442.21
2018-10-28,0.0,6427.69
2018-10-29,0.0,6284.24
2018-10-30,0.0,6295.24
2018-10-31,0.0,6312.64
2018-11-01,0.0,6362.9
2018-11-02,0.0,6369.32
2018-11-03,0.0,6325.04
2018-11-04,0.0,6436.71
2018-11-05,0.0,6405.06
2018-11-06,0.0,6453.18
2018-11-07,0.0,6526.35
2018-11-08,0.0,6444.26
2018-11-09,0.0,6335.71
2018-11-10,0.0,6384.18
2018-11-11,0.0,6333.34
2018-11-12,0.0,6362.22
2018-11-13,0.0,6368.56
2018-11-14,0.0,5564.98
2018-11-15,0.0,5555.61
2018-11-16,0.0,5513.78
2018-11-17,0.0,5550.7
2018-11-18,0.0,5592.15
2018-11-19,0.0,4887.7
2018-11-20,0.0,5025.57
2018-11-21,0.0,4551.39
2018-11-22,0.0,4457.25
2018-11-23,0.0,4315.41
2018-11-24,0.0,3854.72
2018-11-25,0.0,3990.72
2018-11-26,0.0,3723.08
2018-11-27,0.0,3826.49
2018-11-28,0.0,4224.99
2018-11-29,0.0,4238.82
2018-11-30,0.0,3981.06
2018-12-01,0.0,4186.37
2018-12-02,0.0,4125.79
2018-12-03,0.0,3869.93
2018-12-04,0.0,3925.44
2018-12-05,0.0,3744.66
2018-12-06,0.0,3619.56
2018-12-07,0.0,3393.72
2018-12-08,0.0,3366.92
2018-12-09,0.0,3582.23
2018-12-10,0.0,3462.06
2018-12-11,0.0,3358.25
2018-12-12,0.0,3462.3
2018-12-13,0.0,3298.32
2018-12-14,0.0,3218.02
2018-12-15,0.0,3227.51
2018-12-16,0.0,3235.05
2018-12-17,0.0,3537.3
2018-12-18,0.0,3580.2
2018-12-19,0.0,3746.26
2018-12-20,0.0,4071.72
2018-12-21,0.0,3869.87
2018-12-22,0.0,3985.11
2018-12-23,0.0,3965.33
2018-12-24,0.0,4076.35
2018-12-25,0.0,3794.14
2018-12-26,0.0,3833.51
2018-12-27,0.0,3617.74
2018-12-28,0.0,3904.54
2018-12-29,0.0,3931.99
2018-12-30,0.0,3845.37
2018-12-31,0.0,3705.78
2019-01-01,0.0,3833.42
2019-01-02,0.0,3911.93
2019-01-03,0.0,3801.6
2019-01-04,0.0,3844.24
2019-01-05,0.0,3838.4
2019-01-06,0.0,4056.09
2019-01-07,0.0,4022.23
2019-01-08,0.0,4015.56
2019-01-09,0.0,4021.71
2019-01-10,0.0,3636.85
2019-01-11,0.0,3635.66
2019-01-12,0.0,3633.03
2019-01-13,0.0,3512.78
2019-01-14,0.0,3675.06
2019-01-15,0.0,3589.65
2019-01-16,0.0,3603.91
2019-01-17,0.0,3637.46
2019-01-18,0.0,3628.0
2019-01-19,0.0,3704.58
2019-01-20,0.0,3549.4
2019-01-21,0.0,3542.54
2019-01-22,0.0,3588.43
2019-01-23,0.0,3559.53
2019-01-24,0.0,3582.51
2019-01-25,0.0,3579.3
2019-01-26,0.0,3562.73
2019-01-27,0.0,3552.23
2019-01-28,0.0,3435.75
2019-01-29,0.0,3413.0
2019-01-30,0.0,3456.29
2019-01-31,0.0,3430.78
2019-02-01,0.0,3463.62
2019-02-02,0.0,3462.24
2019-02-03,0.0,3425.86
2019-02-04,0.0,3429.65
2019-02-05,0.0,3446.29
2019-02-06,0.0,3386.23
2019-02-07,0.0,3381.43
2019-02-08,0.0,3624.51
2019-02-09,0.0,3634.88
2019-02-10,0.0,3653.3
2019-02-11,0.0,3616.14
2019-02-12,0.0,3601.99
2019-02-13,0.0,3596.99
2019-02-14,0.0,3584.88
2019-02-15,0.0,3593.31
2019-02-16,0.0,3605.74
2019-02-17,0.0,3623.76
2019-02-18,0.0,3876.96
2019-02-19,0.0,3912.46
2019-02-20,0.0,3963.3
2019-02-21,0.0,3919.76
2019-02-22,0.0,3972.29
2019-02-23,0.0,4128.2
2019-02-24,0.0,3774.26
2019-02-25,0.0,3843.66
2019-02-26,0.0,3815.98
2019-02-27,0.0,3830.26
2019-02-28,0.0,3808.62
2019-03-01,0.0,3838.27
2019-03-02,0.0,3814.4
2019-03-03,0.0,3800.82
2019-03-04,0.0,3718.17
2019-03-05,0.0,3848.41
2019-03-06,0.0,3861.68
2019-03-07,0.0,3875.13
2019-03-08,0.0,3849.29
2019-03-09,0.0,3928.86
2019-03-10,0.0,3926.51
2019-03-11,0.0,3872.07
2019-03-12,0.0,3881.77
2019-03-13,0.0,3864.63
2019-03-14,0.0,3863.11
2019-03-15,0.0,3915.92
2019-03-16,0.0,4010.85
2019-03-17,0.0,3986.22
2019-03-18,0.0,3985.19
2019-03-19,0.0,4013.68
2019-03-20,0.0,4032.79
2019-03-21,0.0,3983.25
2019-03-22,0.0,3986.64
2019-03-23,0.0,3991.51
2019-03-24,0.0,3983.25
2019-03-25,0.0,3919.29
2019-03-26,0.0,3930.73
2019-03-27,0.0,4024.65
2019-03-28,0.0,4023.29
2019-03-29,0.0,4087.82
2019-03-30,0.0,4085.11
2019-03-31,0.0,4108.13
2019-04-01,0.0,4141.58
2019-04-02,0.0,4792.97
2019-04-03,0.0,4962.09
2019-04-04,0.0,4896.52
2019-04-05,0.0,5016.36
2019-04-06,0.0,5066.39
2019-04-07,0.0,5187.32
2019-04-08,0.0,5257.5
2019-04-09,0.0,5191.49
2019-04-10,0.0,5295.62
2019-04-11,0.0,5039.55
2019-04-12,0.0,5070.32
2019-04-13,0.0,5070.0
2019-04-14,0.0,5131.83
2019-04-15,0.0,5044.91
2019-04-16,0.0,5187.89
2019-04-17,0.0,5205.78
2019-04-18,0.0,5253.14
2019-04-19,0.0,5273.83
2019-04-20,0.0,5305.93
2019-04-21,0.0,5286.52
2019-04-22,0.0,5372.29
2019-04-23,0.0,5556.46
2019-04-24,0.0,5436.56
2019-04-25,0.0,5141.43
2019-04-26,0.0,5133.09
2019-04-27,0.0,5208.06
2019-04-28,0.0,5129.73
2019-04-29,0.0,5141.29
2019-04-30,0.0,5252.77
2019-05-01,0.0,5310.11
2019-05-02,0.0,5382.73
2019-05-03,0.0,5672.23
2019-05-04,0.0,5567.71
2019-05-05,0.0,5740.0
2019-05-06,0.0,5690.2
2019-05-07,0.0,5883.23
2019-05-08,0.0,5916.57
2019-05-09,0.0,6162.47
2019-05-10,0.0,6357.32
2019-05-11,0.0,7336.72
2019-05-12,0.0,6931.49
2019-05-13,0.0,7781.03
2019-05-14,0.0,7933.2
2019-05-15,0.0,8201.52
2019-05-16,0.0,7860.0
2019-05-17,0.0,7253.72
2019-05-18,0.0,7261.17
2019-05-19,0.0,8225.55
2019-05-20,0.0,7964.33
2019-05-21,0.0,7961.18
2019-05-22,1.0,7683.78
2019-05-23,1.0,7893.22
2019-05-24,1.0,8017.23
2019-05-25,1.0,8039.9
2019-05-26,1.0,8694.91
2019-05-27,1.0,8803.49
2019-05-28,1.0,8711.31
2019-05-29,1.0,8641.8
2019-05-30,1.0,8261.87
2019-05-31,1.0,8518.67
2019-06-01,1.0,8554.69
2019-06-02,1.0,8716.8
2019-06-03,1.0,8460.78
2019-06-04,1.0,7658.94
2019-06-05,1.0,7768.43
2019-06-06,1.0,7754.0
2019-06-07,1.0,8031.74
2019-06-08,1.0,7939.5
2019-06-09,1.0,7601.62
2019-06-10,1.0,7954.95
2019-06-11,1.0,7937.6
2019-06-12,1.0,8128.39
2019-06-13,1.0,8191.94
2019-06-14,1.0,8694.13
2019-06-15,1.0,8819.01
2019-06-16,1.0,9026.88
2019-06-17,1.0,9333.21
2019-06-18,1.0,9019.53
2019-06-19,1.0,9295.74
2019-06-20,1.0,9538.98
2019-06-21,1.0,9885.08
2019-06-22,1.0,10677.2
2019-06-23,1.0,10787.58
2019-06-24,1.0,10972.6
2019-06-25,1.0,11340.69
2019-06-26,1.0,12696.75
2019-06-27,1.0,11076.42
2019-06-28,1.0,12327.8
2019-06-29,1.0,11986.98
2019-06-30,1.0,10962.19
2019-07-01,1.0,10525.85
2019-07-02,1.0,10729.56
2019-07-03,1.0,11898.21
2019-07-04,1.0,11184.18
2019-07-05,1.0,10980.65
2019-07-06,1.0,11208.33
2019-07-07,1.0,11465.64
2019-07-08,1.0,12323.36
2019-07-09,1.0,12572.29
2019-07-10,1.0,12117.68
2019-07-11,0.0,11275.82
2019-07-12,0.0,11807.06
2019-07-13,0.0,11337.15
2019-07-14,0.0,10544.99
2019-07-15,0.0,10905.02
2019-07-16,0.0,9486.81
2019-07-17,0.0,9676.36
2019-07-18,1.0,10623.45
2019-07-19,1.0,10508.76
2019-07-20,1.0,10981.62
2019-07-21,1.0,10580.54
2019-07-22,1.0,10324.34
2019-07-23,1.0,9886.74
2019-07-24,1.0,9769.57
2019-07-25,1.0,9894.94
2019-07-26,1.0,9797.97
2019-07-27,1.0,9443.14
2019-07-28,1.0,9543.07
2019-07-29,1.0,9515.18
2019-07-30,1.0,9565.74
2019-07-31,1.0,10016.3
2019-08-01,1.0,10374.76
2019-08-02,1.0,10484.71
2019-08-03,1.0,10826.87
2019-08-04,1.0,10974.06
2019-08-05,1.0,11759.3
2019-08-06,1.0,11345.94
2019-08-07,1.0,11921.92
2019-08-08,1.0,11840.26
2019-08-09,1.0,11870.77
2019-08-10,1.0,11314.72
2019-08-11,1.0,11491.32
2019-08-12,1.0,11380.73
2019-08-13,1.0,10844.45
2019-08-14,1.0,10049.49
2019-08-15,1.0,10335.32
2019-08-16,1.0,10373.04
2019-08-17,1.0,10215.57
2019-08-18,1.0,10351.98
2019-08-19,1.0,10819.92
2019-08-20,1.0,10780.72
2019-08-21,1.0,10100.57
2019-08-22,1.0,10117.99
2019-08-23,1.0,10394.34
2019-08-24,1.0,10114.88
2019-08-25,1.0,10089.24
2019-08-26,1.0,10340.08
2019-08-27,1.0,10128.56
2019-08-28,1.0,9713.22
2019-08-29,1.0,9462.31
2019-08-30,1.0,9567.41
2019-08-31,1.0,9605.15
2019-09-01,1.0,9770.96
2019-09-02,0.0,10370.54
2019-09-03,1.0,10618.64
2019-09-04,1.0,10587.62
2019-09-05,1.0,10581.73
2019-09-06,1.0,10352.65
2019-09-07,1.0,10480.58
2019-09-08,1.0,10393.9
2019-09-09,1.0,10339.93
2019-09-10,1.0,10096.12
2019-09-11,1.0,10109.7
2019-09-12,1.0,10376.05
2019-09-13,1.0,10318.35
2019-09-14,1.0,10355.92
2019-09-15,1.0,10313.03
2019-09-16,1.0,10255.0
2019-09-17,1.0,10222.81
2019-09-18,1.0,10152.54
2019-09-19,1.0,10234.96
2019-09-20,1.0,10130.05
2019-09-21,1.0,10005.17
2019-09-22,1.0,10013.52
2019-09-23,1.0,9689.41
2019-09-24,1.0,8711.52
2019-09-25,1.0,8426.68
2019-09-26,1.0,8118.39
2019-09-27,1.0,8210.36
2019-09-28,1.0,8187.31
2019-09-29,1.0,8058.04
2019-09-30,1.0,8239.43
2019-10-01,1.0,8322.87
2019-10-02,1.0,8321.44
2019-10-03,1.0,8242.94
2019-10-04,1.0,8171.37
2019-10-05,1.0,8132.76
2019-10-06,1.0,7863.43
2019-10-07,1.0,8227.71
2019-10-08,1.0,8203.68
2019-10-09,1.0,8606.44
2019-10-10,1.0,8588.81
2019-10-11,1.0,8314.93
2019-10-12,1.0,8327.49
2019-10-13,1.0,8274.94
2019-10-14,1.0,8320.96
2019-10-15,1.0,8134.62
2019-10-16,1.0,7997.1
2019-10-17,1.0,8048.86
2019-10-18,1.0,7949.7
2019-10-19,0.0,7944.07
2019-10-20,0.0,8220.89
2019-10-21,0.0,8222.96
2019-10-22,0.0,8036.63
2019-10-23,0.0,7436.1
2019-10-24,0.0,7467.2
2019-10-25,0.0,8622.5
2019-10-26,0.0,9220.01
2019-10-27,0.0,9569.22
2019-10-28,0.0,9441.98
2019-10-29,1.0,9440.76
2019-10-30,1.0,9174.39
2019-10-31,1.0,9138.28
2019-11-01,1.0,9223.71
2019-11-02,1.0,9327.1
2019-11-03,1.0,9216.33
2019-11-04,1.0,9426.69
2019-11-05,1.0,9336.11
2019-11-06,1.0,9336.03
2019-11-07,1.0,9218.74
2019-11-08,1.0,8818.94
2019-11-09,1.0,8807.58
2019-11-10,1.0,9040.49
2019-11-11,1.0,8713.12
2019-11-12,1.0,8766.6
2019-11-13,1.0,8738.87
2019-11-14,1.0,8625.75
2019-11-15,1.0,8482.05
2019-11-16,1.0,8486.81
2019-11-17,1.0,8518.68
2019-11-18,1.0,8214.04
2019-11-19,1.0,8127.39
2019-11-20,1.0,8051.39
2019-11-21,1.0,7593.34
2019-11-22,1.0,7245.28
2019-11-23,1.0,7322.62
2019-11-24,1.0,6992.98
2019-11-25,1.0,7174.85
2019-11-26,1.0,7154.21
2019-11-27,1.0,7511.73
2019-11-28,1.0,7417.25
2019-11-29,1.0,7748.04
2019-11-30,1.0,7544.42
2019-12-01,1.0,7406.53
2019-12-02,1.0,7327.57
2019-12-03,1.0,7325.04
2019-12-04,1.0,7226.44
2019-12-05,1.0,7409.73
2019-12-06,1.0,7504.4
2019-12-07,1.0,7507.08
2019-12-08,1.0,7515.24
2019-12-09,1.0,7330.26
2019-12-10,1.0,7241.83
2019-12-11,1.0,7171.85
2019-12-12,1.0,7173.14
2019-12-13,1.0,7242.1
2019-12-14,0.0,7080.39
2019-12-15,0.0,7097.54
2019-12-16,0.0,6878.81
2019-12-17,0.0,6612.86
2019-12-18,0.0,7254.36
2019-12-19,0.0,7157.24
2019-12-20,0.0,7167.6
2019-12-21,0.0,7154.03
2019-12-22,0.0,7440.17
2019-12-23,0.0,7318.14
2019-12-24,0.0,7240.05
2019-12-25,0.0,7177.19
2019-12-26,0.0,7171.6
2019-12-27,0.0,7242.23
2019-12-28,0.0,7323.93
2019-12-29,0.0,7413.76
2019-12-30,0.0,7244.4
2019-12-31,0.0,7165.36
2020-01-01,0.0,7163.73
2020-01-02,0.0,6933.4
2020-01-03,0.0,7322.67
2020-01-04,0.0,7332.09
2020-01-05,0.0,7331.66
2020-01-06,0.0,7753.3
2020-01-07,0.0,8111.23
2020-01-08,0.0,8035.19
2020-01-09,0.0,7825.6
2020-01-10,0.0,8060.74
2020-01-11,0.0,8039.14
2020-01-12,0.0,8133.79
2020-01-13,0.0,8126.84
2020-01-14,0.0,8794.63
2020-01-15,0.0,8804.27
2020-01-16,0.0,8710.43
2020-01-17,0.0,8912.48
2020-01-18,0.0,8908.66
2020-01-19,0.0,8665.83
2020-01-20,0.0,8657.38
2020-01-21,0.0,8707.06
2020-01-22,0.0,8618.81
2020-01-23,0.0,8340.16
2020-01-24,0.0,8424.31
2020-01-25,0.0,8327.31
2020-01-26,0.0,8558.81
2020-01-27,0.0,8906.82
2020-01-28,0.0,9113.5
2020-01-29,0.0,9329.27
2020-01-30,0.0,9530.07
2020-01-31,0.0,9346.37
2020-02-01,0.0,9349.1
2020-02-02,0.0,9357.66
2020-02-03,0.0,9247.13
2020-02-04,0.0,9131.69
2020-02-05,0.0,9647.15
2020-02-06,0.0,9734.05
2020-02-07,0.0,9773.16
2020-02-08,0.0,9886.22
2020-02-09,0.0,10120.11
2020-02-10,0.0,9871.31
2020-02-11,0.0,10236.41
2020-02-12,0.0,10348.18
2020-02-13,0.0,10229.2
2020-02-14,0.0,10346.06
2020-02-15,0.0,9900.24
2020-02-16,0.0,9872.96
2020-02-17,0.0,9659.62
2020-02-18,0.0,10161.94
2020-02-19,0.0,9654.46
2020-02-20,0.0,9615.52
2020-02-21,0.0,9666.81
2020-02-22,0.0,9662.76
2020-02-23,0.0,9959.72
2020-02-24,0.0,9648.49
2020-02-25,0.0,9347.99
2020-02-26,0.0,8805.82
2020-02-27,0.0,8765.38
2020-02-28,0.0,8728.27
2020-02-29,0.0,8612.56
2020-03-01,0.0,8525.69
2020-03-02,0.0,8904.71
2020-03-03,0.0,8743.03
2020-03-04,0.0,8724.15
2020-03-05,0.0,9089.0
2020-03-06,0.0,9125.81
2020-03-07,0.0,8909.87
2020-03-08,0.0,8214.6
2020-03-09,0.0,7854.84
2020-03-10,0.0,7941.91
2020-03-11,0.0,7917.04
2020-03-12,0.0,5558.99
2020-03-13,0.0,5628.66
2020-03-14,0.0,5274.34
2020-03-15,0.0,5366.88
2020-03-16,0.0,5008.51
2020-03-17,0.0,5433.08
2020-03-18,0.0,5359.65
2020-03-19,0.0,6238.8
2020-03-20,0.0,6205.35
2020-03-21,0.0,6174.03
2020-03-22,0.0,5896.83
2020-03-23,0.0,6453.49
2020-03-24,0.0,6760.22
2020-03-25,0.0,6665.52
2020-03-26,0.0,6747.4
2020-03-27,0.0,6662.84
2020-03-28,0.0,6229.54
2020-03-29,0.0,5897.31
2020-03-30,0.0,6462.71
2020-03-31,0.0,6440.67
2020-04-01,0.0,6666.46
2020-04-02,0.0,6804.66
2020-04-03,0.0,6752.22
2020-04-04,0.0,6842.1
2020-04-05,0.0,6770.37
2020-04-06,0.0,7248.9
2020-04-07,0.0,7164.54
2020-04-08,0.0,7352.38
2020-04-09,0.0,7320.19
2020-04-10,0.0,6844.88
2020-04-11,0.0,6854.89
2020-04-12,0.0,7005.55
2020-04-13,0.0,6845.94
2020-04-14,0.0,6877.04
2020-04-15,0.0,6619.82
2020-04-16,0.0,7139.11
2020-04-17,0.0,7079.7
2020-04-18,0.0,7245.7
2020-04-19,0.0,7167.55
2020-04-20,0.0,6847.33
2020-04-21,0.0,6911.16
2020-04-22,0.0,7106.31
2020-04-23,0.0,7532.66
2020-04-24,0.0,7502.8
2020-04-25,0.0,7514.18
2020-04-26,0.0,7648.43
2020-04-27,0.0,7757.45
2020-04-28,0.0,7758.54
2020-04-29,0.0,8731.52
2020-04-30,0.0,8702.4
2020-05-01,0.0,8847.99
2020-05-02,0.0,8928.02
2020-05-03,0.0,8908.0
2020-05-04,0.0,8902.66
2020-05-05,0.0,8960.42
2020-05-06,0.0,9309.91
2020-05-07,0.0,9895.03
2020-05-08,0.0,9903.74
2020-05-09,0.0,9567.19
2020-05-10,0.0,8719.35
2020-05-11,0.0,8600.04
2020-05-12,0.0,8815.89
2020-05-13,0.0,9327.55
2020-05-14,0.0,9774.57
2020-05-15,0.0,9369.14
2020-05-16,0.0,9418.02
2020-05-17,0.0,9749.38
2020-05-18,0.0,9694.77
2020-05-19,0.0,9692.03
2020-05-20,0.0,9545.53
2020-05-21,0.0,9093.53
2020-05-22,0.0,9196.04
