date,composite,price
2011-10-15 00:00:00+00:00,0.33690334536665745,3.89
2011-10-16 00:00:00+00:00,0.3082638086820692,3.64
2011-10-17 00:00:00+00:00,0.598800980841001,2.85
2011-10-18 00:00:00+00:00,0.6810553993641683,2.62
2011-10-19 00:00:00+00:00,0.8636129544798741,2.28
2011-10-20 00:00:00+00:00,0.8649383696813823,2.31
2011-10-21 00:00:00+00:00,0.571543943723905,2.54
2011-10-22 00:00:00+00:00,0.6565694017403904,3.01
2011-10-23 00:00:00+00:00,0.6474495640914416,3.08
2011-10-24 00:00:00+00:00,0.7686902588769207,2.81
2011-10-25 00:00:00+00:00,0.8644632426575942,2.74
2011-10-26 00:00:00+00:00,0.6396610753641299,2.75
2011-10-27 00:00:00+00:00,0.5234151299962283,2.92
2011-10-28 00:00:00+00:00,0.5803799218330614,3.11
2011-10-29 00:00:00+00:00,0.7065068703662809,3.54
2011-10-30 00:00:00+00:00,0.4209766002409608,3.38
2011-10-31 00:00:00+00:00,0.5810601833915633,3.19
2011-11-01 00:00:00+00:00,0.46119158193989246,3.19
2011-11-02 00:00:00+00:00,0.5320114809465718,3.23
2011-11-03 00:00:00+00:00,0.21921120645387768,3.21
2011-11-04 00:00:00+00:00,0.3054842714495333,3.13
2011-11-05 00:00:00+00:00,0.9238848166654675,3.01
2011-11-06 00:00:00+00:00,0.8726820006402484,2.96
2011-11-07 00:00:00+00:00,0.5355618565961054,3.0
2011-11-08 00:00:00+00:00,0.5611408951420452,3.09
2011-11-09 00:00:00+00:00,0.4356830698402163,3.0
2011-11-10 00:00:00+00:00,0.5425088715385963,2.87
2011-11-11 00:00:00+00:00,0.9077358498918761,2.97
2011-11-12 00:00:00+00:00,0.7401338670699557,3.06
2011-11-13 00:00:00+00:00,0.9642871110644107,3.0
2011-11-14 00:00:00+00:00,0.7418584313294642,2.51
